interval_id,u_connected_component_count,u_mean_connected_component_size,u_mean_shortest_path,u_diameter,u_node_count,u_edge_count,u_density,u_mean_clustering_coefficient,u_mean_degree,u_assortativity
2017-01-01,-0.9511784244392422,-0.4862721809177117,0.5222333161194603,-0.6460922010013096,-1.2688460753242266,-1.3544611614193276,1.1308308378338734,-0.9351786942949261,-0.7635122920611731,-2.1791365683048918
2017-01-02,-1.0932384525471093,-0.27618242832629464,0.37570443796110803,0.3673570866716368,-1.3650212437846203,-1.3625262150166804,1.5594965589159342,0.4277340109502838,-0.2634867570841045,0.5025093419147217
2017-01-03,-1.3570642190331481,2.0861289877024967,0.927320917739784,1.0429899451202678,-1.0421474639532982,-0.8382977311887456,1.2795535623228353,-1.4898816595590876,0.8936444465766477,-0.8268487861528323
2017-01-04,-1.2961813498440622,0.4923192295686819,1.1035253053318665,1.380806374344583,-1.392499863344733,-1.3705912686140334,1.6797875970809137,-0.1837261790163037,-0.14715434489760934,-1.1325379438629555
2017-01-05,-1.1338270320064998,-0.08261078896073919,-0.5484740297795009,-0.30827577177699417,-1.351281934004564,-1.2738106254457993,1.7225630004880252,4.335688000447292,0.212186310344918,2.096032341231671
2017-01-06,-0.7685298168719846,-1.0825114567039051,-0.7198441586892051,-0.6460922010013096,-1.3031943497743672,-1.4512418045875617,1.0439921893695834,-0.4764567671604796,-1.1654565660852485,2.1944125731919066
2017-01-07,-1.1338270320064998,-0.5631600650999921,-1.0294971473325365,-0.9839086302256251,-1.5092839964752112,-1.5076971797690317,1.9336255231469988,0.8237900394510183,-0.3191295016926291,-1.2339319168261207
2017-01-08,-1.2961813498440622,-0.7439964493742841,-2.0356712428000416,-1.9973579178985714,-1.7497219176261958,-1.75771384128697,2.690370295745915,1.494233190179298,-0.5051642787760678,2.6759245388915383
2017-01-09,-1.2555927703846717,0.5065844104795618,-1.8611507089111692,-1.659541488674256,-1.3306729693344796,-0.9431434279543326,2.460315209822849,1.6433899911243712,2.1391036219067674,-0.12591188568293585
2017-01-10,-0.8700012655204611,-0.8688920206404299,-0.05493438785378965,-0.30827577177699417,-1.3238033144444514,-1.4109165366007976,1.236023671380661,-0.583886118435288,-0.8053879761954924,-0.12438118220114212
