interval_id,u_connected_component_count,u_mean_connected_component_size,u_mean_shortest_path,u_diameter,u_node_count,u_edge_count,u_density,u_mean_clustering_coefficient,u_mean_degree,u_assortativity
2017-01-01,-0.04118454516319092,-0.604687356173151,0.7248051808862223,-0.3117093710301359,-0.16326073629137805,-0.39690657484399805,-0.5505307378287292,-1.1688240446543903,-0.6581139634119755,-2.136152424037723
2017-01-02,-0.42580868559616825,-0.31453054468970065,0.6044508706460473,0.7485446365613482,-0.6297333627030398,-0.7517848788771403,0.4709676675466943,0.42539935439550897,-0.3862016705346358,0.45773882562386053
2017-01-03,-0.8120707103291592,1.7343000344418535,1.4053383357300029,1.4884747067285269,-0.6363544410928883,-0.6320332903341126,0.5270197474728432,-2.021499152718406,0.32676024576737184,-0.8198356273795964
2017-01-04,-0.7376931849497071,0.1938027140867341,1.6935742158919287,1.8633749495314067,-1.0413267164955058,-1.255846671019672,0.9498630163398952,-0.6750210442735287,-0.7674797909010455,-1.4660797764777456
2017-01-05,-0.5148621208401214,-0.5194471099245075,-0.0948917604963555,0.14634652611269922,-1.056084321879346,-1.260613404614638,0.9560749326983821,3.7918345943200813,-0.5681130983492088,2.1009583125542743
2017-01-06,-0.24664339530639612,-1.381851690883778,-0.28964062897827747,-0.2540675074705375,-0.8889625136125421,-1.2251170881332236,0.27234084255058244,-0.9679130753808182,-1.6473675382267206,2.2504106338870127
2017-01-07,-0.5497176788706479,-0.560558243262049,-0.7998479619451004,-0.70789172972952,-0.8262375081561597,-0.9155473666251357,0.9915832951074032,0.5597964099793642,-0.31034538632064546,-1.450972725467984
2017-01-08,-0.6471375732093927,-0.8610936437534148,-1.6388766538477784,-1.7369298270853275,-1.1036223114595909,-1.3130192325506254,1.6555241234552422,0.987258360182104,-0.7984355134519601,2.260473003439116
2017-01-09,-0.7396991454321938,0.06751326657874074,-1.4571390707455596,-1.385502470007968,-0.9377400572181123,-0.7442958865348962,1.8475709376978426,1.2696578971935497,1.6660351363563928,-0.33739252836825406
2017-01-10,-0.27903234441609814,-1.2730894134111788,0.44693324167235526,0.04402865639228715,-1.055704252114082,-1.319247931400179,0.6513413675850506,-0.9688320092939252,-1.2712624182858878,-0.4460818829776301
2017-01-11,-0.5141336942973356,0.2995790979185725,-1.4998514788833177,-1.5870246848263923,-0.8623570111517149,-0.8350415005850874,0.9131185073558236,-0.7385984061355669,0.8028115842121781,0.7239513888940331
2017-01-12,-0.5780059444643963,0.638432485048149,-1.3809721938501827,-0.7068459091348023,-0.7859349257951487,-0.7110375326140799,0.836575034287574,0.022652207136134972,0.8445625538657695,-0.5093631375181482
2017-01-13,-0.7578749015467209,-0.1066411324119184,-1.0431850114545227,-0.9730548555081865,-1.09385273531398,-1.3691555490839202,1.0873142105271398,-0.9838678772307845,-1.0860174764882122,-0.22384888792835816
2017-01-14,-0.4390223411507792,-0.1264224552654136,-1.5740217141916675,-1.5580282901994411,-0.5408123225240824,-0.4943650921650643,0.9724657280344884,-0.4118537164339978,0.9257042085722668,1.1385928760028263
2017-01-15,-0.15408213799573334,-1.567201813672161,-0.5384399314896858,-0.1655971823907539,-0.7969420510036487,-1.1404129212517318,0.3190289333239389,-1.601696917924704,-1.8869259841296575,0.1405056640436188
2017-01-16,-0.889056201195812,1.4899140674273808,-0.21694977581672795,-0.2755005776027177,-0.8509994668782098,-0.8119305376511605,1.2282038427457578,0.07253381732981407,0.7265993904635153,-0.9878280430614456
2017-01-17,-0.829714691483308,0.610955168509044,-0.6790859816972887,-1.4846927305617592,-1.0195592455688303,-1.0433527651837933,1.5538766701204518,0.5247032723910958,0.38898513757412007,0.5555859561732389
2017-01-18,-0.4281104745943023,-1.701275505433128,0.06451326842546234,0.06166933404202035,-1.395488453562087,-1.7929890256022336,0.9347893906614076,-0.46259582293951534,-2.078397958918906,-0.10588598598329121
2017-01-19,-0.8054851326474535,-0.6114832960802418,0.16618077044741608,-0.1836622696983684,-1.3659955896254365,-1.6629536021305515,1.62881649579811,-0.22187495690919515,-1.2119508440049631,1.9168086987234432
2017-01-20,-0.4200562097322048,-1.351967792247814,0.7013760570562435,0.34648022814218143,-1.0696500634105066,-1.451729620029299,0.6684121090567053,-1.4326760241415426,-1.7727492613911986,1.7786626263162233
2017-01-21,-0.6987212232147403,0.4839714007332524,-1.0646259202045962,0.048854853979758917,-0.7347961488173177,-0.6903336097180387,1.5837357797149518,-0.21529836595416846,1.0753066903711708,1.1630092096368647
2017-01-22,-0.46365114186618406,-0.14991850693515082,-0.8646641932803081,0.16218309098646227,-0.5831175500890075,-0.6195165295898123,0.7414724015887679,-0.10458577007476408,0.43472017588168294,1.490297643119289
