index,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24
2017-01-01,0.09616321352898889,0.5101610508401865,-0.15158821751813087,0.19438383431459358,-0.8456754162654221,0.07068291727394437,-0.2518278799054333,-0.9258940982641992,0.22649955996770305,1.1262670088585627,0.7472381583528797,-0.5660763748024893,1.3557481223317276,-1.3879393296093843,-0.9869511226974333,1.352038653405708,0.5660138051272356,0.3578140324566894,-0.6303060934373595,-0.792539366818853,-0.26622118329747135,0.7385705102219806,-0.7122876223603479,-0.026483531783457224,-0.8735132784317432
2017-01-02,1.0491697506235613,0.584618521971014,0.0801282969646092,0.5642868215280318,-0.41423785152410614,-0.10290220704948888,0.2374573339119488,-1.2520349060466718,1.2042501649416242,0.43889990488316777,-0.8426476243883385,-0.2575460757065548,0.9472752365575173,-0.8025287257346747,-2.273108712883891,-1.1555016020714926,0.23604895188751482,-0.09232199768053366,0.9580183157894445,-0.9540670141115606,0.42007858057178404,0.016504833319108476,0.8727871440311564,0.165517126608816,-1.3691311404317985
2017-01-03,0.48102801839393194,1.9901484079480263,1.0203052302599875,-1.591497877142728,1.036890004663379,-1.930499285716627,0.5445750962130045,-2.1104190266513414,-0.1250711805267479,2.0800619427998717,-0.8093429591540805,0.010797102252108478,-0.5349379124628986,-0.5539004660273212,1.1053366563159879,0.3256571827241605,-1.30679435192601,-0.5980500502681435,1.9917960468474187,1.5768499318320313,-1.061583127252312,0.21619967934850468,-0.811509105530844,-0.6971863598320361,-1.6664529389704024
2017-01-04,-0.5092840733277074,-1.528616459784526,-0.4903053509395548,-1.3406346047918984,-1.0055852892597001,-1.2341440147401392,4.622865273198328,-0.9457109153369978,0.05568084827021016,-0.9204698890489358,-2.2252958890974575,3.4992492133198003,0.23013394286974354,0.16957136743993476,-0.6687679984972459,-2.2579725121974645,1.4222101450719378,-1.0970259391253858,0.5284245320326985,-0.7400220426999959,-0.31241727781578466,-0.1349698765612402,-0.8909739742562113,-0.1692571003052972,-0.6001099134976019
2017-01-05,-0.7132331737762272,0.11989315288167106,2.281809448319018,1.3466401254010671,1.9627938836172967,-1.328571940029113,3.1416137284592325,-1.0444631140967988,-2.09978959591919,-0.4964963969999392,1.119229571839539,-0.28301533574538423,0.5917035917446983,-0.500852671186988,0.287617332468112,-1.2238103049613314,0.8155188332204114,-2.390746534045099,0.8542064917702946,-1.492457517547067,-0.7419149216100172,0.7083400774306479,-0.9558426072832411,-1.9812973117184942,-1.8413605751051445
2017-01-06,-0.26791950847655344,0.6949560911871748,3.3317658457551067,-1.2944695384568865,0.5751189309164719,-2.0962008110989867,0.32375016161245557,-2.9664169663276407,-1.6374632568112208,1.1220347315465389,-2.321147385038734,1.128057815713007,-0.16964373314013825,0.384838959109831,-0.20206072210954473,5.518702871089288,2.391473845244624,-0.9216399310042417,0.47528376794227134,-1.5190871016967094,-0.84085179473186,0.1462458885030324,-1.61048692171247,-0.8595982981324957,-1.9036138963637461
2017-01-07,-0.9355422229497732,2.589857582072468,2.252134922755827,-0.7879623206421815,0.7004933880964581,-0.7135844124274543,-0.4488141313313524,-1.4641004218917806,-2.7208036697761044,1.9142795504119063,-1.0225102397432135,-0.45628186933340176,0.8087468730461499,-0.5700808443829679,0.5246316902124178,-0.021720470765523723,2.102655257068778,-1.692861149081055,1.3605114092251287,-0.12849295185266707,0.28475091494424504,-0.1389614540239599,-1.1653397332657138,-1.2616408220604518,-1.249543704922909
2017-01-08,2.185031116176597,0.4392899695123407,0.5937796446624442,-1.4347576772247854,0.09421909050948314,-1.441233621013992,-0.19793969482299906,-0.11165151758111301,-1.4710422448259672,-1.5756787462664312,0.34698778373493916,0.4343566465717612,2.6160839737034314,-1.3065600595820022,-0.35507435196976606,-1.0382098602124354,2.461653805009689,-0.6347565462185406,-0.46552905007082723,-1.103749390201756,0.724528352051821,-1.3749423863264407,-0.3485460912020448,-0.5661225121158688,-1.6765241828547295
2017-01-09,0.9103400512577553,-1.0295779859787844,-0.1431119814123887,-0.18249498021098334,0.025061020767308723,-1.5184083151704175,-0.5891335381454013,-2.215167900257079,-1.071752350591541,-0.4402804922314352,-0.8582978629871241,0.26999489179302805,2.3386022926364176,-1.1872261314776007,-0.7889962614859523,-0.9063930411599866,1.084430137485592,-1.7485649000342196,-0.01729934564361459,1.904666769145218,0.04866417732173026,0.8292919482696521,-0.8914495890015641,-0.35667574743765,-1.2780688526182573
2017-01-10,-0.7741788398904718,-1.0452683799700742,1.3232358326255753,-0.2621235959518399,0.5201347518933022,-1.5587184825865736,-1.0524179172218386,-2.4568916979824436,-0.09415385908495642,-2.1193840740102114,-0.049145316894848856,-0.23379293969794235,3.005288720383228,-0.7397601398368768,-1.638422686593994,0.12910768253594854,0.7763163642818404,-1.2396575799219547,0.3442397002530216,0.8055948590368192,-0.35523087803660053,2.1123454157351005,-1.153530171524732,-1.0046046147645595,-2.131259564430576
