index,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24
2017-01-01,-0.9962898303908818,1.2044238414516486,-0.6564408883019828,0.07417698495148373,-0.013177841354835546,-1.0392167743638978,1.0208649421068783,0.06094300640896744,4.477966005554951,-0.6811230490726019,1.330270030810172,0.5227679116323738,-1.4904605745920558,0.45534405057371946,-0.4044768635186021,-0.34852884862856026,-2.23293522604828,-0.6369808632925678,-1.222421886378532,-0.8186583552991453,-0.2273575762414597,0.6229653757655542,0.10746558829968156,-1.2794420254935994,-0.7163273857886644
2017-01-02,1.2512419150092353,0.20056522985203767,-1.2566083164757007,0.36288372547315395,-1.317529533295937,-2.374589457615325,1.8273737196360385,-1.1459896783688464,1.7661993921960333,0.6071763899338682,-1.1818968023693155,-1.2148882203126932,-1.477960087564238,-0.13802918097997116,-0.27979130584704526,1.2398950655818382,-0.9933112296515908,-1.0254377947812126,-0.9095392796304493,1.0390483167149305,1.4301118032193032,0.5864658439971003,1.5350631312623442,-0.36151258451117896,-0.04653872373756311
2017-01-03,1.0887859660429946,0.28673159387496405,0.849561836083165,-0.8768525056458917,-0.5524577810209572,-1.1146985413133204,-0.4748869525333159,-0.48097783843017955,1.156575853036418,-1.9676870734626084,2.373350604348071,0.3362799562500918,0.5252287310195697,-0.5041067677824189,-0.9013411041472416,-1.3292808453040323,-0.5643537704779746,-1.0901246842172065,-0.016832389088485084,-1.080030416581638,1.3041911480230362,0.05237350069207225,0.5874287237823199,0.06392390363790446,-2.069759312682562
2017-01-04,0.27836025144494275,1.5253829615064103,0.25762197084152005,0.25242518180099016,1.1062456499957138,-0.1561067172331675,-1.0012995512303895,-1.802923498357744,0.5254322950637347,-2.437613549674277,0.8120708683936418,-2.0444065438095222,0.5191948700645529,0.4791697858505156,0.33613116500587686,-0.0681365049992245,1.4239589063306248,-3.7889139602799378,-1.127208888606565,0.07309914629487607,-1.0483281366504966,3.573317159565587,0.18365551022122872,0.9338056302624897,-1.9733816870472118
2017-01-05,-0.053972600049024246,-0.3001463238294258,1.7536234602666647,0.3415483987630309,0.49788833255489195,-1.4469223078510551,-0.15904039603125347,-1.3625272671728974,1.4213131062198556,-0.157878236744513,-1.1406076088834458,-0.4320993774060015,1.0201814597886276,3.359248720365607,0.6600676267783593,0.260333332790822,0.6272249753420689,-4.128952465199419,-0.35647706716646,-0.9510215830404536,0.3853911010381924,2.4292383618380975,0.07577910038263533,-0.8954922868407977,-1.4495697267273189
2017-01-06,0.09988376073951588,0.1363548351264921,2.3044207755584245,1.2325510919493112,0.8021151505480663,-0.6162659984432433,0.1833676657650582,-3.2666740150387263,1.7986233963967675,0.464033610220992,0.30287085406356373,-0.07922499510350295,1.0422935455831346,-0.5596729598867625,0.08202239671199575,1.6472622254645344,-0.7783465582291073,-1.8171253127727858,2.4007535647258167,-1.5670276929405123,-1.5490852451440842,2.2589245221361227,-0.17510520776064017,-0.29059163067639876,-2.462786930993689
2017-01-07,1.6807663080115232,-0.9132354935110487,1.0245610605571838,-0.2716429066858227,-1.2050235242301282,-2.2103066159851292,-0.3966723224205334,-0.871629141905824,1.564122833640599,-0.5635811328169025,0.18650055819375824,-1.0781209183351281,0.10776329665616338,0.31985774960067836,-0.6134913220646357,1.055194899125553,-0.23954003699674986,-0.09731150338653566,-0.5475044356031015,0.448498089001778,-2.2344974452942563,-0.5723751438947933,0.4830302884838248,0.5814836220548492,-0.21995286077560866
2017-01-08,-0.7532776890715945,2.0968488518105644,-0.8196437870858332,0.7368546045708844,-0.008241807206111562,0.46984414953609105,1.455750096364584,-1.013626066307286,0.7426571506131612,1.037604692771276,0.27383622580738215,-2.3732152836633533,-0.7717150027322741,0.008245325632230474,-1.4864166470129798,1.532708763380131,0.16615821779726234,-0.337695509643694,-0.3976624449098516,-0.5883172651521876,1.5332952799191584,-0.5253635191756127,-0.01743114350969316,-1.3465057521924304,-0.8370170242712074
2017-01-09,1.4948055358223302,-0.11810714999813805,0.7290167160587069,-0.36246722179629676,-1.2632781731412643,-2.2906411834361515,0.11744163450021877,-0.847935400556082,0.19097560066225236,-0.06195672717445752,-0.6170728386398351,-0.6949510606711693,-0.7536805221393541,-1.3051221257422285,-1.5733817902248286,0.6338310363609956,-0.05617836993460501,-2.223360088728355,0.2807440804034367,3.623508034287397,1.091975525540489,4.134128228342913,-0.3297915076294545,-0.8920564683590911,-1.002770201023731
2017-01-10,0.7324927990364588,-0.42343780136784037,1.47291588197007,-0.05709321019995445,-0.021900651065116572,-2.6549403713299924,-1.4787106058091894,-1.3681425634389632,-0.22617328576892315,-1.412404201773553,1.5430715764837946,-0.010942974842314948,1.1909462713517989,0.881387726397773,-1.473159569320365,-0.43217801122660426,1.6690189316680575,-0.4890120203927494,-0.13449726698046,0.8819911303504337,-1.1836240035090195,3.558831623965646,-0.9099673621096364,-0.6970525193104242,-1.0215480254929592
