created_utc,2019-ncov,2019ncov,corona,coronavirus,covid,covid-19,covid19,mers,outbreak,pandemic,rona,sars,sars-cov-2,sars2,sarscov19,virus,wuflu,wuhan
2019-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.310413986650564e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.4667559360793492e-05,0.0,0.0
2019-12-26,0.0,0.0,3.3747531552623735e-07,0.0,0.0,0.0,0.0,0.0,2.6932495503277325e-07,1.0045531370938782e-07,0.0,0.0,0.0,0.0,0.0,1.9975193442107443e-05,0.0,0.0
2019-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.285918688686827e-07,1.0075010647838584e-06,0.0,0.0,0.0,0.0,0.0,9.456956899413797e-06,0.0,0.0
2019-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6568724297389856e-06,5.016152009470495e-08,0.0,0.0,0.0,0.0,0.0,3.1686781884149786e-05,0.0,0.0
2019-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7846884732108442e-06,1.2839360343067707e-07,0.0,0.0,0.0,0.0,0.0,8.011099531090159e-06,0.0,0.0
2019-12-30,0.0,0.0,3.517906142264125e-07,0.0,0.0,0.0,0.0,0.0,5.251363353038667e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.0139413278338422e-05,0.0,0.0
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.639520905853488e-06,1.5353845390200119e-06,0.0,0.0,0.0,0.0,0.0,1.3642018420075816e-05,0.0,0.0
2020-01-01,0.0,0.0,2.508906618495659e-07,0.0,0.0,0.0,0.0,0.0,4.855237275490454e-07,3.453022004780277e-07,0.0,0.0,0.0,0.0,0.0,1.2824950336286403e-05,0.0,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.448978511490625e-07,4.434983147064042e-07,0.0,0.0,0.0,0.0,0.0,1.5719012257952194e-05,0.0,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.241913935642936e-06,2.455133306803717e-07,0.0,0.0,0.0,0.0,0.0,1.3288129924032123e-05,0.0,0.0
