,post_count,comment_count
2017-01-01,-1.0175809578934254,-1.001723650386543
2017-01-02,-0.493014114323566,-0.6092891772961987
2017-01-03,-0.09618708136005814,-0.22392932682842914
2017-01-04,0.0254227060608921,-0.12895128410862822
2017-01-05,0.08555327892473741,-0.02937752756869557
2017-01-06,-0.12664443597034988,-0.2132503596282443
2017-01-07,-0.5200871861922571,-0.6346216137287578
2017-01-08,-0.6628861963692905,-0.48888844582208235
2017-01-09,-0.3435309662866301,-0.20226204521057217
2017-01-10,-0.29815609145181743,-0.11233499985890637
2017-01-11,-0.20420482477594767,-0.0696718807916446
2017-01-12,-0.2821186212959954,0.012086122001588796
2017-01-13,-0.42319716505546934,-0.28228561928870266
2017-01-14,-0.8005090532633686,-0.7520245428601362
2017-01-15,-0.7456294295874126,-0.7795355280717143
2017-01-16,-0.44535812610761233,-0.3643335462673287
2017-01-17,-0.4860535775974049,-0.34722605676299706
2017-01-18,-0.20158038694966673,0.011868847206833164
2017-01-19,-0.4499894258281141,-0.10168093664571469
2017-01-20,-0.5338597190768145,-0.3532665034411034
2017-01-21,-0.9456036685588274,-0.7519637699539591
2017-01-22,-0.7426944677520594,-0.6803160024521675
2017-01-23,-0.1614121725742529,-0.15726229804091052
2017-01-24,-0.346029184354379,-0.17580878849547585
2017-01-25,-0.36307880884197535,-0.23099802834138547
2017-01-26,-0.42610538496931566,-0.25617363270478843
2017-01-27,-0.5228167355810099,-0.2928872242755381
2017-01-28,-0.9727736709659278,-0.9215886566490599
2017-01-29,-0.8889760881662503,-0.7870371055073943
2017-01-30,-0.3512063239462451,-0.3936430812234657
2017-01-31,-0.27249637954289996,-0.21226920438022517
2017-02-01,-0.3588799658792548,-0.22707363753721996
2017-02-02,-0.3964067426213838,-0.307159364828409
2017-02-03,-0.522188639030558,-0.26362098290861735
2017-02-04,-0.9123204177587728,-0.8760701861690612
2017-02-05,-0.8498493426850154,-0.7372509385128706
2017-02-06,-0.4856083502222649,-0.4745097666839715
2017-02-07,-0.3039825911924795,-0.24800696567126287
2017-02-08,-0.3707207623398519,-0.28938681225703616
2017-02-09,-0.4624144293155122,-0.42113974038018076
2017-02-10,-0.634997647104781,-0.4252345073467292
2017-02-11,-1.0611970611154367,-0.8033977924225872
2017-02-12,-0.8720401368663129,-0.7350817108975123
2017-02-13,-0.4878370684761872,-0.3782672212369396
2017-02-14,-0.526567180048941,-0.29855100093827486
2017-02-15,-0.5936812393369376,-0.39005287426532476
2017-02-16,-0.5534713591270942,-0.3206377731824687
2017-02-17,-0.834326589148932,-0.5796579314199763
2017-02-18,-1.0803134733655033,-1.054558386049436
2017-02-19,-0.9634602496553594,-0.9763009855507773
2017-02-20,-0.5669933970903279,-0.5517589544224054
2017-02-21,-0.41924239103466054,-0.26585556174216757
2017-02-22,-0.3818423916756014,-0.26847474832323426
2017-02-23,-0.3476141018099252,-0.3605713135871711
2017-02-24,-0.6641958567458437,-0.49878400332850165
2017-02-25,-0.9333432859968602,-0.9187796545898236
2017-02-26,-0.733625508421804,-0.886202992916675
2017-02-27,-0.486793738508295,-0.49332355377804726
2017-02-28,-0.4791098373699366,-0.3997392873202268
2017-03-01,-0.44956807340764565,-0.3978175111728042
2017-03-02,-0.5347897184571898,-0.4704301271959041
2017-03-03,-0.6599175422631108,-0.5031594594213923
2017-03-04,-1.0920618673664213,-0.9739085194589461
2017-03-05,-0.9011336700711082,-0.794909906496605
2017-03-06,-0.4985927965426975,-0.48624960301530906
2017-03-07,-0.5122961295239601,-0.40813343565493604
2017-03-08,-0.5136652230404004,-0.36100195288627385
2017-03-09,-0.5635736085436047,-0.44758726332374466
2017-03-10,-0.6939825593288524,-0.4297355179401879
2017-03-11,-1.0813435874958743,-0.90372631213625
2017-03-12,-0.9507950506156435,-0.8665765746203511
2017-03-13,-0.5880150709635676,-0.5147931102320065
2017-03-14,-0.4550927043672664,-0.23861737286624204
2017-03-15,-0.5123346378872496,-0.3687008723942474
2017-03-16,-0.5711637252222085,-0.2911245796228775
2017-03-17,-0.7328165068121487,-0.5478495818646395
2017-03-18,-1.0324751636248441,-0.9581652840725267
2017-03-19,-0.9111773912593896,-0.8216626264704339
2017-03-20,-0.4712495927500377,-0.24519427330846097
2017-03-21,-0.5139270834597433,-0.31862778133298386
2017-03-22,-0.5301392715313415,-0.256436086623284
2017-03-23,-0.5589067999889259,-0.2076028381180344
2017-03-24,-0.7476091984670368,-0.4413059727171874
2017-03-25,-1.08678270557683,-0.962838202840892
2017-03-26,-0.9371631650031506,-0.7965444741830516
2017-03-27,-0.5500389266410352,-0.21334588118413375
2017-03-28,-0.41758126189483113,-0.20874047009078975
2017-03-29,-0.4949576249149952,-0.2128239733698096
2017-03-30,-0.5799975792395248,-0.2963773986107386
2017-03-31,-0.772188359036291,-0.46529281496291597
2017-04-01,-0.9029809853233653,-1.0630709851477418
2017-04-02,-1.0274306829891497,-0.9819232953178801
2017-04-03,-0.6729309037186871,-0.4395411744013866
2017-04-04,-0.5008537687735274,-0.27802819242523985
2017-04-05,-0.6054497218285008,-0.2822873215005137
2017-04-06,-0.6180315727527114,-0.2488576275289368
2017-04-07,-0.9068219809763218,-0.5702415438314606
2017-04-08,-1.186172989125994,-1.0490488751029714
2017-04-09,-0.9827353962035815,-0.9143950437708197
2017-04-10,-0.5491123105971115,-0.31540866948542307
2017-04-11,-0.4932772885067804,-0.337709607081224
2017-04-12,-0.6226114094303256,-0.3160458789180563
2017-04-13,-0.5836643653056444,-0.20833969126224866
2017-04-14,-0.8566961939757195,-0.5759287067647132
2017-04-15,-1.0234067199344197,-0.811999990441132
2017-04-16,-0.9433463676331599,-0.7906526903482072
2017-04-17,-0.45500539281708413,-0.34473015378495364
2017-04-18,-0.43633115692687485,-0.23585891835276268
2017-04-19,-0.46677628973686836,-0.19303390943522405
2017-04-20,-0.6736143205960659,-0.4105925202155804
2017-04-21,-0.7222678520244443,-0.3659540620345232
2017-04-22,-1.0472064419839457,-0.8336644667656344
2017-04-23,-0.9101253748497977,-0.7116005258911264
2017-04-24,-0.4277064497133049,-0.33040061754639427
2017-04-25,-0.4358332995183033,-0.2598273210281412
2017-04-26,-0.4898644865580796,-0.1648467308759686
2017-04-27,-0.4149148014444586,0.001580471723629987
2017-04-28,-0.8851545811707667,-0.6581404218822727
2017-04-29,-1.0453058316448112,-0.8455845912999875
2017-04-30,-0.899285502403665,-0.7548701305136324
2017-05-01,-0.49326589125276354,-0.38967952906981324
2017-05-02,-0.5522499857518686,-0.43204645746973713
2017-05-03,-0.5145401162599772,-0.3482379976984681
2017-05-04,-0.5916139254783922,-0.33585685030222656
2017-05-05,-0.7135035194418562,-0.49980407786751385
2017-05-06,-1.0759413327111875,-0.9034289879050111
2017-05-07,-0.969244424918212,-0.8724777295265272
2017-05-08,-0.5196761518532209,-0.3498443328957839
2017-05-09,-0.45964746764213543,-0.34008993362523704
2017-05-10,-0.6232258360368297,-0.24908408343235258
2017-05-11,-0.6106071707758255,-0.2922163959737578
2017-05-12,-0.7272816547822226,-0.5274809001920512
2017-05-13,-1.0849058444937916,-0.9346897854778407
2017-05-14,-1.103485383711877,-0.8194517648727758
2017-05-15,-0.5158330694844245,-0.27517963113171423
2017-05-16,-0.4813940100832595,-0.3041078373595994
2017-05-17,-0.4745184336894617,-0.28122105876153064
2017-05-18,-0.6010396697101343,-0.36474851157431126
2017-05-19,-0.6823724038580992,-0.4706348629331762
2017-05-20,-1.132043515478547,-0.991636278905266
2017-05-21,-1.1087312925838522,-0.9142575159552284
2017-05-22,-0.559937100462461,-0.4684242134225394
2017-05-23,-0.5547626325697371,-0.31103115754439525
2017-05-24,-0.5595382336950923,-0.25011792858548154
2017-05-25,-0.649137064136006,-0.4126120824749446
2017-05-26,-0.7771857136616259,-0.5340368879960681
2017-05-27,-1.0900203320431654,-0.886130717153505
2017-05-28,-1.089355490074114,-0.9536728332711697
2017-05-29,-0.8125810397123407,-0.7392600725601595
2017-05-30,-0.5062224023352642,-0.41473653829708773
2017-05-31,-0.4305918154391268,-0.2232477000410929
2017-06-01,-0.4366907512554343,-0.17472499812203546
2017-06-02,-0.7248015646381869,-0.3981291016470234
2017-06-03,-1.0093696374956225,-0.6551910374102434
2017-06-04,-0.90819578224209,-0.6277700551860754
2017-06-05,-0.4478659684404996,-0.3931243214785621
2017-06-06,-0.36396730262827576,-0.2152329619434549
2017-06-07,-0.38594523165587397,-0.25211365635348704
2017-06-08,-0.6920735908631548,-0.48919066085646
2017-06-09,-0.7918131449009875,-0.5522153126221998
2017-06-10,-1.0904262504311157,-1.0332682847677785
2017-06-11,-1.0990972313248408,-0.9014127360396141
2017-06-12,-0.5682082202568974,-0.36483986674898267
2017-06-13,-0.4793744545975657,-0.3629984418965839
2017-06-14,-0.4462851104323641,-0.3633000579315862
2017-06-15,-0.5885017512766324,-0.33411251443951734
2017-06-16,-0.5679631342580557,-0.4377163654004173
2017-06-17,-0.9438741841669365,-0.7798079583301688
2017-06-18,-0.9814507594098936,-0.8074510784531391
2017-06-19,-0.490659815014696,-0.2350871265645524
2017-06-20,-0.3749819892073188,-0.06591498345093814
2017-06-21,-0.49666306614797306,-0.10076501243150718
2017-06-22,-0.4559221659803733,-0.1275949199568973
2017-06-23,-0.5773820749843824,-0.25130167569999284
2017-06-24,-0.9690119609084114,-0.7287650910159031
2017-06-25,-0.8820684114093679,-0.7280652899359734
2017-06-26,-0.3297531496916012,-0.19974395727996716
2017-06-27,-0.2885007175138377,-0.13492621102747854
2017-06-28,-0.48215403238287513,-0.2508200722791537
2017-06-29,-0.22246042240897804,-0.1957638714702132
2017-06-30,-0.6009430078690292,-0.25307403484876934
2017-07-01,-0.9443395106260701,-0.7410450738535944
2017-07-02,-0.8989413467865824,-0.7844493620939752
2017-07-03,-0.579409794853485,-0.3275857762284594
2017-07-04,-0.738122006871097,-0.5645387189074833
2017-07-05,-0.5361735005746486,-0.34439063231808636
2017-07-06,-0.26510608550677905,-0.19258743033682574
2017-07-07,-0.43661961321526505,-0.2844702366290224
2017-07-08,-0.8621354026270179,-0.7122659579050413
2017-07-09,-0.7906558815450242,-0.5771716021813934
2017-07-10,-0.3929267349578129,-0.22294960324698546
2017-07-11,-0.30869595917105197,-0.10379318502416543
2017-07-12,-0.2994282837036041,-0.17935710610814756
2017-07-13,-0.3311254008444391,-0.15176999075801806
2017-07-14,-0.5918900154013099,-0.35710890828077446
2017-07-15,-0.8196917142682616,-0.7385122895387058
2017-07-16,-0.7857252018034824,-0.74087183542426
2017-07-17,-0.43305442771557895,-0.15237584471188872
2017-07-18,-0.2805373084646078,-0.04615230858162679
2017-07-19,-0.22640717875183483,0.01373799060873304
2017-07-20,-0.19053670886758528,-0.008516997731640497
2017-07-21,-0.4412474981639835,-0.06034549049812011
2017-07-22,-0.8442558445639528,-0.7038614304484073
2017-07-23,-0.778521284417731,-0.6972369407890714
2017-07-24,-0.29983841230038866,-0.20846749722161992
2017-07-25,-0.24846431046523595,-0.13263117952370337
2017-07-26,-0.3747428439074186,-0.006114940138297613
2017-07-27,-0.3001709339240582,-0.05647765765709516
2017-07-28,-0.548093423993262,-0.318671095704547
2017-07-29,-0.8417643265535077,-0.7747028021477464
2017-07-30,-0.926033595099698,-0.7315388823523316
2017-07-31,-0.44104657530087016,-0.36627289809673064
2017-08-01,-0.32399205405795506,-0.14118629847399514
2017-08-02,-0.24386221585582202,0.005243497051684447
2017-08-03,-0.30021032779139967,-0.038007023525339446
2017-08-04,-0.4516453292843089,-0.1529616586462942
2017-08-05,-0.7554902650703303,-0.8982757072892098
2017-08-06,-0.734427099452699,-0.6811344349413715
2017-08-07,-0.28526890433906027,-0.30975090307314757
2017-08-08,-0.26411697422232044,-0.06310950253632513
2017-08-09,-0.33534368795286823,-0.18520777957500667
2017-08-10,-0.322514417288252,-0.290100903366777
2017-08-11,-0.4502681579783407,-0.2531770010660017
2017-08-12,-0.8635885202700588,-0.7135701648468037
2017-08-13,-0.7890845226982064,-0.7901088623463041
2017-08-14,-0.4918567092133926,-0.41646453068221106
2017-08-15,-0.3092354099005033,-0.26743587717121264
2017-08-16,-0.32545110148701356,-0.2685616375314993
2017-08-17,-0.40516000577097466,-0.278969558374193
2017-08-18,-0.571746243923088,-0.4310961609838695
2017-08-19,-0.8718449387236972,-0.9236641680555921
2017-08-20,-0.8471519858355174,-0.7482259735339981
2017-08-21,-0.5590912736116374,-0.6444885235716099
2017-08-22,-0.32437400445441894,-0.338281311543391
2017-08-23,-0.3586632469253557,-0.19384336178473296
2017-08-24,-0.3634103809314243,-0.39432940784900694
2017-08-25,-0.5602545866612266,-0.5285690486248691
2017-08-26,-1.0156655972927358,-1.022776514065491
2017-08-27,-1.0017039584764436,-0.844386314555392
2017-08-28,-0.5696939039500691,-0.4883317189540836
2017-08-29,-0.43699703133102574,-0.2891187341101899
2017-08-30,-0.4334045781781235,-0.28997050033519456
2017-08-31,-0.4822608682050939,-0.28323449700907855
2017-09-01,-0.5761633403135741,-0.46797641472198315
2017-09-02,-0.9265541229565801,-0.9563599214131341
2017-09-03,-0.9190031654246479,-0.833235923257726
2017-09-04,-0.6918371598225521,-0.7199160412088921
2017-09-05,-0.5928929048618614,-0.41154446004648226
2017-09-06,-0.4789185520190015,-0.3348070338552652
2017-09-07,-0.5882256272072177,-0.4685508728296016
2017-09-08,-0.6519388718935564,-0.4904021545592275
2017-09-09,-1.020629886992318,-0.9438479706984998
2017-09-10,-0.9034412842628897,-0.7937516699003327
2017-09-11,-0.47729553579827,-0.5479761255371705
2017-09-12,-0.46544424104276344,-0.4234333681425227
2017-09-13,-0.43032947926135456,-0.31651779101406124
2017-09-14,-0.4834404093933645,-0.3104680651759538
2017-09-15,-0.6428638983139909,-0.4895988594745708
2017-09-16,-0.9671710553224412,-0.789904503224857
2017-09-17,-0.7965199599814963,-0.6948487401312964
2017-09-18,-0.43649023273559884,-0.3470880533061642
2017-09-19,-0.47203601502882536,-0.3049786984192711
2017-09-20,-0.5397388844111625,-0.2639889764160876
2017-09-21,-0.540317563981893,-0.294100923724201
2017-09-22,-0.6405095899972468,-0.49328659364641647
2017-09-23,-1.014586255754641,-0.8818468124574879
2017-09-24,-0.8688336416229755,-0.7719963354345357
2017-09-25,-0.46455069436171664,-0.3704011879397793
2017-09-26,-0.34733037866066463,-0.19687448874969884
2017-09-27,-0.3938060796276883,-0.28736498934583093
2017-09-28,-0.5155925284091865,-0.3266710057264387
2017-09-29,-0.7700484268702732,-0.46396577524604704
2017-09-30,-1.049448776322984,-0.2926628936045051
2017-10-01,-0.9099790321791095,-0.5244297338116747
2017-10-02,-0.5167708120864176,-0.4295120959885174
2017-10-03,-0.514683558221419,-0.3830588806707887
2017-10-04,-0.391035633267069,-0.42290332177732987
2017-10-05,-0.4566003295852839,-0.36615521834227666
2017-10-06,-0.655826164273893,-0.49594109328678193
2017-10-07,-1.0316381762235602,-0.9294441882035889
2017-10-08,-0.7715583797243447,-0.7740693147678993
