,ACHIEV,ADJ,ADVERB,AFFECT,AFFILIATION,ANGER,ANX,ARTICLE,ASSENT,AUXVERB,BIO,BODY,CAUSE,CERTAIN,COGPROC,COMPARE,CONJ,DEATH,DIFFER,DISCREP,DRIVES,FAMILY,FEEL,FEMALE,FILLER,FOCUSFUTURE,FOCUSPAST,FOCUSPRESENT,FRIEND,FUNCTION,HEALTH,HEAR,HOME,I,INFORMAL,INGEST,INSIGHT,INTERROG,IPRON,LEISURE,MALE,MONEY,MOTION,NEGATE,NEGEMO,NETSPEAK,NONFLU,NUMBER,PERCEPT,POSEMO,POWER,PPRON,PREP,PRONOUN,QUANT,RELATIV,RELIG,REWARD,RISK,SAD,SEE,SEXUAL,SHEHE,SOCIAL,SPACE,SWEAR,TENTAT,THEY,TIME,VERB,WE,WORK,YOU,n_datapoints
2017-01-01,0.24781110723887276,2.529387993049702,-0.23963914496875724,1.8233208619606247,1.5553369624517495,1.3892915813369757,-1.5921137344080516,0.08206384393889664,0.379584873206202,0.33521047597389275,-0.18632426248924916,0.8253184107312158,-0.421898384960097,-1.5313678524394199,-2.9066437826447222,1.190667707379538,-3.810958735273638,-0.11256959641199749,-1.8233985467557947,-0.2220457883582816,0.8100863330016188,-0.4512138598108633,-0.3716461725840674,-1.0533138855992576,3.651661221813799,1.6386608751532785,0.6221189553415328,0.321832871661047,1.6058007431162873,-0.9327307618825529,-2.1802883486155653,-0.45698223482654676,-0.4900689620753545,0.07999757570961297,1.5486949812308477,0.8079634409816147,-2.291013378256562,0.9631087433461567,-0.1391187375965488,0.8934284528023222,1.3742050162260533,-1.0938848544944775,-1.4359124959198464,0.40152480745047303,1.501403255823276,0.31655655567621843,1.3527349200934276,-0.17926564940901019,-0.273476489463254,1.224141659010984,-2.3501437503959544,0.004471913405508343,-1.6461506130128454,-0.126327595658489,-0.8675552482932933,0.8627509023835289,0.109460093893881,0.9026389718333668,0.5647182109946361,1.5069954733348243,0.48888194995515977,0.7305306409815224,-1.361121488879688,-0.19379365512920083,-1.5775328680550986,1.900388830690284,-2.5361470924742724,-0.4152294481131519,1.4791236850920444,0.37812295677084884,1.824206555585124,-0.9566367527089873,-0.2138611374774526,0.993331375527901
2017-01-02,-1.1637742478736357,-0.6877055750096867,-0.10033980258696479,1.0851127357543173,3.0962039179670118,0.12422742712620292,-0.15123643320656077,-0.8566075906244592,-0.6858734448334386,0.06707395406523287,-1.673933803142231,-1.041390495553918,1.2319912362093126,-0.6488276818375402,-0.0203986019163587,-0.9680229977462067,-0.0030619919367993603,-0.24803497838570052,0.367001490605233,-0.010041696782373648,2.1011232124316517,0.09059498429627988,-1.0579289049065888,0.3937222672021028,-0.813704332499802,0.16411200144385651,2.168492706856362,0.6560612761252199,0.690014837117651,-0.23645459516813228,-1.463288130041841,1.3498488496245704,-1.7078207952331759,-0.6359674475460003,0.4257992085502851,-1.2141227630006242,0.1418384998588321,0.3209514483777776,-0.7816527345838848,0.6399225668209376,-1.2468957096816091,-0.24917072544589708,1.5249726796947218,0.29600864399426274,-0.41869216805093,0.34813806470344516,1.8050586273054672,2.2071039277103384,-0.04983031007243412,1.1361793332818952,1.1096947721169863,0.3209122910053016,0.5337526385978675,-0.20836088950964343,-0.8446945591906481,-0.726836368421083,-0.4043154137270106,0.1123448033983646,0.8389806727552108,-0.6152484245874414,0.4084485417602673,0.7627042295802068,-0.00913831686835588,2.114214208520654,-0.7540680440474488,0.3472048875202568,-0.9915560936929264,2.568546598320003,-0.7499313939946977,0.9868240021128012,-0.6961885378696578,-0.26213686348835846,0.2560466635304691,-0.05754325975442265
2017-01-03,2.183909116734324,-0.6567301091676876,-1.1901725317727334,0.4727892121434181,1.8386146636486986,1.1098281905218688,-0.4589239933801353,0.6215531422088425,-1.0703865477770564,0.6733726820331638,-0.3114152826987052,-1.815919370180139,-1.1042099475246951,-2.2074895976444244,-0.8326886346501198,-1.469809856511457,0.14242591890944556,-1.0119758370182554,0.9356937719115443,1.0886150096861644,4.718386112205959,0.08246564596611596,-1.199312166256372,-0.3915766915403679,-1.3610958698719713,1.7715581721703668,0.6073514204746082,1.047238464032502,-0.010036958965675247,0.3322034958597493,-0.3564326399524262,0.030305048728759852,-0.4347933017742198,-2.0457466436396192,-1.4416332369914855,-0.45522207562058004,-1.1989666483420682,-1.8372533272688316,-0.086770662187172,-0.008737297789566972,-0.3631075840793653,-2.2038040607596,0.08273329081865655,0.231064250995689,0.07524586375415923,-1.6868681174647016,-0.1412552938665846,1.3660150746102324,-1.7483221492797003,0.4033301185749122,4.366668159102584,0.2735815128849366,0.5927244961354727,0.19404503915568183,-0.3373084735042998,-0.98473428385843,0.027525355025962695,2.4800381368884605,-0.22523504566629043,-0.7806642457039217,-1.3121166629622696,2.574687926558298,-1.26144065681712,2.413566258417469,-0.6310400426980459,0.07206683388559815,1.3301364134806288,3.8965410517959453,-0.877228555000735,0.7379315842636349,0.9167985879332073,1.874132143360734,1.5556217067662714,-0.6323885437555757
2017-01-04,0.19974532860109767,-0.2719890247275219,0.7368366984027095,1.3153104177978476,0.23136460367797454,-0.7273801236583154,0.9371943468900695,-0.7751687544029846,0.9040978837478455,0.3001988799169121,0.2957213870848669,-0.5978851101284451,0.8520120568301529,-0.4310290253258536,0.520048763952052,-1.493527952729226,0.8249080399046644,0.49808034112329197,-0.42676769993913344,0.5269739694096826,1.2986578189373377,-0.8763841067074781,0.8571589605072818,-0.392433421179991,0.469031764550377,-0.6256531463094783,0.6036419396794246,0.8953904438925797,-0.1523017712251838,-0.0748301752955669,0.27888928846573974,-0.4129969996935943,-0.3713394446089787,-0.4703758472719783,-0.1069770385526102,0.7246405295463056,-0.3269481471296318,1.5795432675539065,0.10857112946317299,0.08158239996510144,0.6549776497514951,0.1640939871511248,0.5214515059098218,0.08629814562958199,0.36041905983468614,-0.594973517883405,-0.8188491960296308,1.2610447589543343,0.34587343627362155,1.1392232620135465,1.0035353499570432,0.5023435477472535,-0.3572343499572707,0.4338230274368239,0.8628749051934981,-0.11618986836728307,-0.6852595991542523,2.0052330004572054,0.4587619240623096,1.3006824015291272,-0.26876344467667745,-0.28906252088727585,0.08251141589237104,0.3261205063361361,0.411423413699027,-1.4546817153510752,1.9174897910467221,0.004821058780453108,-0.6150605487571621,0.7884592818465648,-0.5909169869831149,0.43425004014723545,0.7836355154873019,-0.9046771839886507
2017-01-05,0.22432263997627688,-0.8921289598710005,0.7590844233058592,1.0581022356122278,-1.5736430081771071,-1.8202402537103954,-0.663034283173026,-1.0442605540686163,0.15435784533268138,0.2317472612790321,-0.597569521533329,-0.5354647729510144,1.0235543304587216,-0.09394600616706801,0.9417695074358359,-1.0640587693719465,1.152408768245596,-1.119988458686236,-0.13005149949501463,0.45655310372799013,-0.4724817262457306,-1.5819017530636788,-0.5267806240096723,-0.5628594183846997,-0.8007406060700768,2.292103995892966,0.9450148250614053,0.5769689181724346,-1.9537625392528863,0.9694377440087962,-1.1323579518291025,-1.1913749879127389,0.20317388295028305,1.3272780985930415,-0.5069752085151635,0.5035300685946261,1.2121236224959906,-0.4084136288145184,0.42559664004784276,1.706942044633474,-0.46807563394069407,-0.1786151753877177,0.41974827265157877,-1.1036510014796468,-1.9149248550504272,-0.2935630156996594,-0.800275285339392,-1.891290290006518,-1.3007183449857087,1.6230413296580222,-2.3370284337123572,2.2117785156037715,1.0485303525174867,1.8780691425217153,-0.30751610239764166,-0.04762464810073044,-0.7686207760821426,2.046679615081328,0.22072158221893673,-1.4229749278501806,-0.2624349633235052,-0.7043546936563593,-0.19255522916062318,-0.5164268612234711,0.9793810886000294,-1.4340755102125888,1.5796564977700704,-0.9632691280229909,-0.41164910609733196,1.491265213300953,-1.6885778083210048,-1.2287714613132596,1.101089991168878,-1.0175856315776304
2017-01-06,-1.2274048834090587,0.2790326441376428,-0.5942668052005067,-0.04760959180608798,-0.3249313897470637,0.5200782671637897,0.49428423761719126,0.5072670341057779,-1.6842182067468636,0.17178449754690217,0.29276602487864345,1.5122563822001724,-0.22513251451630095,-0.8616801213973406,-0.39539257273796596,0.29543680375644027,2.818315435468072,-0.47471957734956677,-0.4622044584986414,-0.8992137627947647,0.8656987655957729,0.6078267017884794,-0.1968328566992158,1.1738436693458967,-1.1428026463408598,-0.26499803035275693,0.34939077263106094,0.1527291660741683,-0.3288205457907849,0.4919436518556137,-1.7313310914572029,-0.11970446749295667,-1.0454699157569134,-0.7601952107573328,-2.031022991722372,2.5748425064679363,-0.3657993358545461,-0.3552367100059147,-0.024480674516600687,0.9490849891918114,1.122106208907797,-1.2850594908464028,0.572601992982108,-0.9971375283945465,0.03166159095705977,-1.66380152030704,-0.7927824377312159,1.3998715383231861,0.12129655139290133,-0.11336674199105037,0.240538804083964,-0.11114155565215061,1.21483213230592,-0.12267350598587307,-0.5460003942873232,0.2857930707079124,-0.9028263376667427,2.1026987625905607,-1.1060072540146957,-0.5480695980969278,0.7020823523464297,-0.2662171384165983,0.8436201646062185,0.31573236328177917,0.9804350162207831,-1.220876661395912,2.4464558960869125,-0.7471525489580974,-0.22374920084127703,0.06407263773108007,0.8630262354294729,-0.21647398695917644,0.14576398914370162,-1.3592520203492346
2017-01-07,-1.3097746085675406,-0.03175390819710273,-0.34419914176164346,0.754456737039773,-0.4029302595962476,-0.31892845769172434,0.17166123212006226,1.419223129382742,0.29449424859662326,0.38352469450609394,1.287600412069946,0.9764445582832263,-0.9221211678394404,0.008899946333631642,-0.059326001082608965,-0.8473962170049166,-0.13429793254718128,-0.5203749093115766,-0.1524802871847413,-0.26774192777764944,0.1535524005487893,-0.9386773953644812,-0.06625966847781617,0.21235407145036347,0.23452593725124662,-0.48998668015989794,1.3760309158028825,0.965434239533328,-0.134377274117783,0.7399085196408479,0.31646834889909337,0.06013294026089072,1.2738678718682908,-0.40895124209728834,-0.37698864872812676,2.49377630853319,0.7745028502071405,0.643083364986097,1.6871980530541304,-0.6718803663735193,-1.344952436514219,-0.8338476021411706,-0.5811912570517874,0.425711764618786,0.4477600117567088,-1.0261133609610433,0.10656099923167571,1.138631424625493,-0.1058899954011961,0.5159087331037301,-0.20131823468349183,0.45977105845292554,0.30206577214620683,1.3391227221988355,-2.3758299108663516,0.5985331712233404,0.3016044708563548,1.524036059895949,-0.2669129300140872,0.9082970144923084,-0.1885157508392897,-0.11671021733152226,-0.6972481073980371,0.28174753058198454,1.2714439010433676,-0.6158348940088862,0.4234462047380941,1.0814713076913194,0.1884609885682204,0.720329030783318,-0.4171496518034929,-0.03899660582923274,0.6478388408634315,-0.4823582605125425
2017-01-08,-0.9756613137538099,0.13642431435700478,1.0753217560431287,-0.22898854793577392,0.6507621073420206,1.3507464896522747,1.9075164108239908,0.215750366156657,-0.037534605895979414,0.38691082366658724,-0.8255058035120552,-1.427291544268784,-0.3003664493144777,0.8214290964191331,0.8495386157943374,0.7720434290132856,0.6317603370407653,1.0270551424045375,1.7659108874218648,0.7856141630954414,-0.2710074703107734,-1.2920964647354611,-1.0953576852991693,-0.531504836946202,0.5157322229775415,-2.6939167566905677,0.7767000235173186,0.14524953378923777,-0.8108307774729615,0.6715562935415013,-0.25329854444065925,-0.39497339424812805,-1.11674746450759,0.5401817529796754,0.34065032694319286,-1.6297677595450841,-0.8251647890536564,0.8509808450990302,0.6515542867195985,2.584479172699079,-0.9747043380281204,-0.5369143309295089,-0.34494034964344905,0.7248756938379942,2.187709073777875,0.33858117419468947,0.0832595130068371,2.6140920381924766,-1.243572345877783,-0.9043730384980111,-1.5903572907229246,-0.8327753470332491,0.8134174107134058,-0.21506325849769198,3.8313206893522964,0.06476972498392836,-0.1707871212591821,-0.82112711880487,2.073120972132273,0.4083955190225529,-0.17910550319481017,1.6910317820154712,-0.30172165878006596,-0.8869869306675756,-0.5565509719134875,0.12568655613530483,0.6141605799796819,0.941536999634416,0.5158089671148886,0.3691520399403927,1.7868581017336067,-0.9365619031371648,-2.1813511080514894,-0.733355332263117
2017-01-09,-0.6633005520127179,0.44004648442589883,-0.2262976886867858,0.012625165562880097,0.006833255838888219,2.179801387232741,1.2123325776124914,-0.6051161759580514,-0.8225996663058623,0.2724927647946771,-0.8703217468702771,0.509972290964678,-0.17002707080777835,1.2426051317853493,1.238986516269427,1.207385649897754,-0.7201125028959219,0.6176326899549942,0.7130034426980146,0.9690007678919147,-0.3503456506187495,0.48026926151887556,0.9543278103391063,-0.04536488115897919,-1.559762932861657,-1.9024247412743442,0.6316232337739645,0.29741069455718905,-0.7513152503224317,0.26185620935015164,-1.9935906126265852,-0.11362312589867618,-0.24818222656144917,2.2460327302992233,-0.5110051734998613,-1.6712812193785571,1.1826667049979216,-0.9215290402461038,1.0929801746387424,1.224046737446681,0.38339346368040017,1.1445685478227086,0.18210646609892253,0.12304910412629777,1.2818853590717825,-0.9287847176183224,-0.8649991356357409,2.418619186118729,0.38852698942527,-0.40651618036982634,-0.8261693268241621,0.7906123092666016,0.34578349449901036,1.186403476024815,-0.777906814961967,-0.15579236865551327,-0.07762786529544413,-0.10610265055796886,0.01928629846717108,-0.5768598587158421,-0.09283167412012527,1.7176538538045312,-0.41329639240724025,-0.9671776165621124,0.191360170800143,2.031146836652801,-0.06724842600297967,-0.16308429533621657,-0.2689505850540978,0.595255448200005,-0.793403548656903,1.0874947611198684,-1.6084533950736255,-0.24270833428544328
2017-01-10,0.8394859748905612,-1.4182608941441,1.0914754272507947,-1.6502642717198834,-1.0425811606880138,-0.4526271494022863,0.5430794185190937,0.7851451581532021,-0.8217813172639703,0.419522806393958,-0.20929857099347987,0.3089826904902374,-0.24520018466477866,-0.27181903335911684,-0.09074562731285729,-0.8444222952133531,-0.08292902578777729,0.5689783654923962,-0.28293191049784083,-1.4107565525339798,-0.0675314779380431,-0.807873139596561,-0.9367214272184418,-0.6130057639077804,-0.33384899111137756,-1.3523455423318755,0.5494140217745456,0.6327269769420732,-0.9087657588610627,0.8695780987748304,-0.03702143400511457,-0.44270098878780806,1.7586850858515042,2.242667927152442,-0.8486917703975508,-0.28549199849718576,-1.1178709911011067,-0.03209921479924768,-1.5188018859509986,3.8786156121907895,-1.078357856077244,-0.04958611245258751,0.41989344597964007,0.5417176521959954,-0.8523769733886463,-0.7457324653857256,0.5205322214677249,-0.022505423042235045,-0.5107128672316081,-1.2178099563854363,0.40719352281853155,0.720052235371183,1.0791686732650243,-0.3143209163260581,1.002569426060519,1.4996133420405604,-0.4946506736594813,0.4481340790672253,-1.0547497270559498,-1.0200131870727713,1.2453770803809472,0.13784216620500137,-1.5720202357604274,-1.8152519967659568,1.6918593355959126,-0.7271043309682125,1.5883683027301387,-1.61455382226512,0.7311278664367972,0.26253253195782533,-0.8083306884486069,2.4737389022762586,-1.0447270641751307,-0.46402798752941926
